ownerId,quesId,summary,tags
1101781,8533202,List files in local git repo?,git
673859,11124777,twitter bootstrap navbar fixed top overlapping site,"html,twitter-bootstrap"
-1,184618,What is the best comment in source code you have ever encountered? [closed],comments
1784230,23341765,Getting “net::ERR_BLOCKED_BY_CLIENT” error on some AJAX calls,"ajax,google-chrome-extension,firefox-addon"
367878,38271273,Experimental decorators warning in TypeScript compilation,"typescript,decorator,visual-studio-code"
453712,2847386,Python String and Integer concatenation [duplicate],"python,string,integer,concatenation"
670018,17870881,Can't Find Theme.AppCompat.Light for New Android ActionBar Support,"android,android-actionbar,android-theme,android-actionbar-compat"
978905,7708819,Keep only first n characters in a string?,javascript
-1,172598,Best way to define private methods for a class in Objective-C,"objective-c,cocoa,code-completion"
135318,2742276,How do I check if a type is a subtype OR the type of an object?,"c#,reflection,types,subclass"
33690,1209181,What represents a double in sql server?,"c#,sql,sql-server,sql-server-2005,tsql"
118997,2106292,UITableView didSelectRowAtIndexPath: not being called on first tap,"uitableview,cocoa-touch,uikit,didselectrowatindexpath"
853836,10177208,"Update a column value, replacing part of a string","mysql,sql"
191713,10462223,Call a “local” function within module.exports from another function in module.exports?,"node.js,express"
413225,7336861,How to convert string to boolean php,"php,string,casting,boolean"
968632,8430805,Clicking the back button twice to exit an activity,"java,android,back-button"
195644,3938534,Download File to server from URL,"php,http,stream,download"
201140,2255291,Print the contents of a DIV,"javascript,jquery,html,printing"
333382,4919076,Outline effect to text,css
15616,1074212,How can I see the raw SQL queries Django is running?,"sql,django"
96455,805872,How do I draw a shadow under a UIView?,"iphone,objective-c,ios,cocoa-touch,core-graphics"
453865,8088179,Using Mockito with multiple calls to the same method with the same arguments,"java,mocking,mockito"
5700898,38031137,How to program a delay in Swift 3,"ios,swift,xcode,swift3,dispatch-after"
21379,148398,Are there any disadvantages to always using nvarchar(MAX)?,"sql,sql-server,sql-server-2005"
385907,9939760,How do I convert an integer to binary in JavaScript?,"javascript,numbers"
2598,408192,"Why can't I have “public static const string S = ”stuff""; in my Class?","c#,constants"
48492,694102,Declaring multiple variables in JavaScript,"javascript,variables,coding-style,performance,declaration"
210807,1897993,What is the difference between concurrent programming and parallel programming?,"language-agnostic,parallel-processing,concurrency"
863257,6578051,What is an Intent in Android?,"android,android-intent"
147019,4151743,How can I change the thickness of my <hr> tag,"html,css,user-interface"
144636,1192335,Automatic vertical scroll bar in WPF TextBlock?,"c#,.net,wpf,scrollbar,textblock"
4135178,34464108,Angular - Set headers for every request,angular
-1,3229419,How to pretty print nested dictionaries?,"python,dictionary"
84704,4748083,When should you use constexpr capability in C++11?,"c++,c++11,constexpr"
65230,626899,How do you change the datatype of a column in SQL Server?,"sql-server,tsql,type-conversion,alter-table"
171950,2118656,commandButton/commandLink/ajax action/listener method not invoked or input value not set/updated,"jsf,jsf-2,action,commandbutton,commandlink"
544825,19640361,Re-enabling window.alert in Chrome,"javascript,google-chrome"
4164381,26675681,How to check the exit status using an if statement,"bash,shell,if-statement,error-handling"
4138801,38947101,What is the 'open' keyword in Swift?,"swift,swift3,syntax,declaration,modifier"
-1,4675728,Redirect stdout to a file in Python?,"python,stdout"
1108761,10406130,Check if something is (not) in a list in Python,"python,list,conditional,membership"
-1,5109112,How to deploy a war file in Tomcat 7,"java,tomcat,war"
229106,3391160,Paste text on Android Emulator,"android,copy-paste"
521799,23453287,Why is “final” not allowed in Java 8 interface methods?,"java,language-design,java-8,default-method,jsr335"
13227,134746,What is the difference between bool and Boolean types in C#,"c#,types,boolean"
2645243,18013523,When correctly use Task.Run and when just async-await,"c#,asynchronous,task,async-await"
113347,1208636,Rails :include vs. :joins,"ruby-on-rails,ruby,database,join,rails-activerecord"
-1,6398996,Good Haskell source to read and learn from [closed],"haskell,coding-style,open-source"
47936,1818474,How to trigger the window resize event in JavaScript?,"javascript,jquery,events"
32027,358874,How can I use a carriage return in a HTML tooltip?,"html,title,tooltip"
583834,16195871,How do I see the current encoding of a file in Sublime Text?,"encoding,sublimetext2"
2911408,21553327,Why is “except: pass” a bad programming practice?,"python,exception,error-handling,try-catch"
1020704,14547631,Python locale error: unsupported locale setting,"python,locale,ubuntu-11.04"
217288,3653065,Get local IP address in Node.js,"javascript,node.js,ip"
33264,1045138,How do I generate random number for each row in a TSQL Select?,"sql-server,tsql,sql-server-2000"
-1,929276,How to recursively list all the files in a directory in C#?,"c#,.net"
1220,2459763,How do I remove msysgit's right click menu options?,"git,tortoisegit,msysgit"
1830313,18144660,What is path of JDK on Mac ? [duplicate],"macos,java"
234435,1945920,Why doesn't os.path.join() work in this case?,"python,path"
22162,393647,Response Content type as CSV,"asp.net,http,csv"
40516,360748,Computational complexity of Fibonacci Sequence,"time-complexity,big-o,complexity-theory,fibonacci"
613453,12173990,How can you debug a CORS request with cURL?,"curl,cors"
2069860,34424845,Adding script tag to React/JSX,"javascript,reactjs,ecmascript-6"
5836,164319,Is there any difference between GROUP BY and DISTINCT,"sql,group-by,distinct"
284795,17573190,How to multiply duration by integer?,"go,time"
60096,659188,SQL Server - stop or break execution of a SQL script,"sql,sql-server,scripting,exit"
2134957,19743396,CORS: Cannot use wildcard in Access-Control-Allow-Origin when credentials flag is true,"ajax,django,node.js,cors,django-cors-headers"
72974,977484,What does the M stand for in C# Decimal literal notation?,"c#,decimal,literals"
148208,1823317,Get the current first responder without using a private API,"objective-c,cocoa-touch,first-responder"
1150923,9549729,Vim: insert the same characters across multiple lines,vim
2172151,23111631,Cannot download Docker images behind a proxy,"proxy,docker"
467859,4089284,Why does (0 < 5 < 3) return true?,"javascript,compare,operators,boolean-logic"
126932,1027224,How can I test if a letter in a string is uppercase or lowercase using JavaScript?,javascript
242933,4250364,How to trim a file extension from a String in JavaScript?,"javascript,replace,substring,substr,indexof"
417096,24494784,Get class name of object as string in Swift,"swift,reflection,typeof"
770452,20358883,How to quickly and conveniently create a one element arraylist [duplicate],"java,arraylist,collections"
515810,4779954,Disable back button in android,android
15842,491921,Unicode (UTF-8) reading and writing to files in Python,"python,unicode,utf-8,io"
50979,2119480,Edit the root commit in Git?,"git,git-rebase,git-commit,git-rewrite-history,git-amend"
543219,5816419,IntelliJ does not show project folders,intellij-idea
705132,6232633,Entity Framework Timeouts,"c#,asp.net,entity-framework,entity-framework-4,connection-string"
11238,2403632,Android: show soft keyboard automatically when focus is on an EditText,"android,keyboard,android-edittext,soft-keyboard"
33411,315000,How to study design patterns? [closed],design-patterns
52969,6371150,"Comparing two strings, ignoring case in C# [duplicate]","c#,string,comparison,equals"
85040,815586,Using Transactions or SaveChanges(false) and AcceptAllChanges()?,"c#,entity-framework,transactions"
3840485,25300821,Difference between VARCHAR and TEXT in MySQL [duplicate],"mysql,text,varchar"
467569,4777272,Android ListView with different layouts for each row,"android,listview,listviewitem"
846180,7992216,Android Fragment handle back button press [duplicate],"android,android-fragments"
30541,1841443,Iterating over all the keys of a map,"loops,dictionary,go"
1644531,16519828,Rails 4: before_filter vs. before_action,"ruby-on-rails,ruby,ruby-on-rails-4,crud"
51789,5586383,How to diff one file to an arbitrary version in Git?,"git,diff,git-diff"
825637,7580277,Why use the params keyword?,"c#,parameter-passing,params,variadic-functions,variadic"
1331978,14087598,Python 3 ImportError: No module named 'ConfigParser',"python,python-3.x"
-1,15323767,Does Go have “if x in” construct similar to Python?,"if-statement,go"
11522,568962,How do I create an empty array/matrix in NumPy?,"python,arrays,numpy"
1680849,13006315,How to access data/data folder in Android device?,"android,android-emulator,android-sqlite,adb"
310399,12151306,Argparse: Way to include default values in '--help'?,"python,argparse"
1125496,10905905,Using fonts with Rails asset pipeline,"ruby-on-rails,sass,asset-pipeline,font-face,assets"
305597,4472891,How can I “disable” zoom on a mobile web page?,"html,css,mobile"
1184481,10408816,How do I use the nohup command without getting nohup.out?,"unix,jobs"
282112,9827095,Is it possible to use jQuery .on and hover?,jquery
611494,5794506,Android: Clear the back stack,"android,android-intent,android-activity,stack"
2424871,27273412,Cannot install packages inside docker Ubuntu image,"docker,ubuntu-14.04"
283311,3340825,UIButton remove all target-actions,"ios,uibutton"
229656,3513773,Change MySQL default character set to UTF-8 in my.cnf?,"mysql,character-encoding"
1185422,11123621,Running code in main thread from another thread,"java,android,multithreading,android-handler"
2273259,15965166,"What are the lengths of Location Coordinates, latitude and longitude? [closed]","database-design,latitude-longitude"
786831,6260688,How do I use cascade delete with SQL Server?,"sql-server,cascading-deletes"
4151881,26791477,Xcode “Device Locked” When iPhone is unlocked,"ios,iphone,xcode,device"
507770,8888491,How do you display JavaScript datetime in 12 hour AM/PM format?,"javascript,datetime,date,time,format"
2042714,19517673,How can I switch my signed in user in Visual Studio 2013?,visual-studio-2013
143378,3407256,Height of status bar in Android [duplicate],"android,statusbar"
1000343,11804820,How can I embed a YouTube video on GitHub wiki pages?,"video,github,youtube,embed,markdown"
-1,623104,byte[] to hex string [duplicate],"c#,string,hex"
238174,1957831,Center a button in a Linear layout,"xml,android,layout"
130560,38750705,Filter object properties by key in ES6,"filter,ecmascript-6"
399457,4770177,git: patch does not apply,"git,msysgit"
27404,22906917,How to move git repository with all branches from bitbucket to github?,"github,bitbucket"
7428941,50461881,java.lang.NoClassDefFoundError:failed resolution of :Lorg/apache/http/ProtocolVersion,"android,google-maps,gradle,apache-httpcomponents,android-9.0-pie"
2462776,25681869,Images can't contain alpha channels or transparencies,"ios,iphone,itunes,app-store-connect"
639424,6368867,Generate JSON string from NSDictionary in iOS,"ios,objective-c,json,string"
792549,14723848,Push multiple elements to array,javascript
52175,1243066,Does Android support near real time push notification?,"android,push-notification"
23973,719877,Use of alloc init instead of new,"objective-c,oop"
177674,1966207,Converting NumPy array into Python List structure?,"python,numpy"
2030,22697,What's the best mock framework for Java? [closed],"java,unit-testing,mocking"
-1,155964,What are best practices that you use when writing Objective-C and Cocoa? [closed],"iphone,objective-c,cocoa,cocoa-touch,ios"
6236,407523,Escape a string for a sed replace pattern,"string,sed,escaping"
218589,4978738,Is there a Python equivalent of the C# null-coalescing operator?,"python,null-coalescing-operator"
857130,17134716,"Convert DataFrame column type from string to datetime, dd/mm/yyyy format","python,pandas,dataframe,datetime-format,python-datetime"
-1,30870830,How do I generate sourcemaps when using babel and webpack?,"javascript,webpack,build-process,babeljs,source-maps"
691,181214,File input 'accept' attribute - is it useful?,"html,filter,cross-browser,mime-types"
363173,17831990,"How do you install Google frameworks (Play, Accounts, etc.) on a Genymotion virtual device? [duplicate]","android,google-play-services,avd,genymotion"
26788,829136,What is the standard exception to throw in Java for not supported/implemented operations?,java
1038815,9834038,"django order_by query set, ascending and descending","python,django,sorting"
1157814,30734509,How to pass optional parameters while omitting some other optional parameters?,typescript
92682,816820,Use space as a delimiter with cut command,"bash,unix,cut"
8223,135443,How do I use reflection to invoke a private method?,"c#,.net,reflection,private-methods"
1320766,11074972,How to remove application from app listings on Android Developer Console,"android,google-play,google-play-console"
125871,24006165,How do I print the type or class of a variable in Swift?,"swift,types"
62776,1191919,What does LINQ return when the results are empty,"c#,linq"
624884,9560170,Including another class in SCSS,"inheritance,sass"
701363,7060750,Detect the Enter key in a text input field,"javascript,jquery"
-1,3282823,Get the key corresponding to the minimum value within a dictionary,"python,dictionary,min,minimum,idioms"
172350,7959263,"Android Log.v(), Log.d(), Log.i(), Log.w(), Log.e() - When to use each one?","android,logcat"
1900,51438,Getting A File's Mime Type In Java,"java,mime"
563047,4597690,How to set timer in android?,"android,timer"
2689066,32557783,Invalid Bundle Error - “requires launch storyboard”,"xcode,ipad,upload,app-store,multitasking"
200876,3342651,I get exception when using Thread.sleep(x) or wait(),"java,sleep"
270265,7917695,SQL Server - Return value after INSERT,"sql,sql-server,sql-server-2008"
1634969,18502999,"Git Extensions: Win32 error 487: Couldn't reserve space for cygwin's heap, Win32 error 0","git,cygwin,git-extensions"
267269,2507898,How to pick an image from gallery (SD Card) for my app?,"android,android-image,android-gallery"
452421,9802788,Call a REST API in PHP,"php,rest,web-services"
762889,17454235,How to Git stash pop specific stash in 1.8.3?,"git,escaping,git-stash"
54250,703272,Could not establish trust relationship for SSL/TLS secure channel — SOAP,"c#,.net,ssl,trust"
193251,2130416,What are the applications of binary trees?,binary-tree
23643,8542591,C++11 reverse range-based for-loop,"c++,c++11,ranged-loops"
2393994,42736038,Android emulator not able to access the internet,"android,emulation,android-studio-3.0"
1120221,16618071,Can I export a variable to the environment from a bash script without sourcing it?,"bash,shell,unix,environment-variables"
1987,185652,How to scale a UIImageView proportionally?,"objective-c,cocoa-touch"
1523776,14415741,What is the difference between Numpy's array() and asarray() functions?,"python,arrays,numpy"
-1,477691,Submitting a form by pressing enter without a submit button,"html,forms,submit"
192819,8461013,How to check sbt version?,sbt
1328021,16573332,JSONDecodeError: Expecting value: line 1 column 1 (char 0),"python,json,curl"
240365,10143093,Origin is not allowed by Access-Control-Allow-Origin,"javascript,ajax,cors,xmlhttprequest,cross-domain"
97393,934012,Get image data url in JavaScript?,"javascript,image,firefox,greasemonkey,base64"
42228,338037,How to check permissions of a specific directory?,"unix,directory"
1031863,16205778,What are Maven goals and phases and what is their difference?,maven
2370460,16873323,JavaScript sleep/wait before continuing [duplicate],"javascript,jquery,delay,sleep,wait"
184367,1714297,Android: View.setID(int id) programmatically - how to avoid ID conflicts?,"android,android-view,conflict"
166067,4112686,How to use Servlets and Ajax?,"java,ajax,jsp,servlets"
334304,9090817,Copying files using rsync from remote server to local machine,"ssh,rsync"
39677,4177686,How do you delete an ActiveRecord object?,"ruby-on-rails,rails-activerecord"
1406176,11203268,What is a sealed trait?,"scala,sealed,traits"
47341,1520789,How can I select the first day of a month in SQL?,"sql,sql-server,tsql,sql-server-2008,datetime"
1008222,8365721,Remove duplicate elements from array in Ruby,"ruby-on-rails,arrays,ruby,duplicates"
-1,216995,How can I use inverse or negative wildcards when pattern matching in a unix/linux shell?,"bash,shell,pattern-matching,glob"
44084,1737163,Traversing text in Insert mode,"vim,vi"
1224625,36594420,How can I turn off “scrolling the history” in iTerm2,"terminal,iterm2"
1223975,43747776,COPY with docker but with exclusion,"docker,dockerfile,docker-copy"
158088,1449035,How do I use NSTimer?,"objective-c,cocoa,nstimer"
406689,3371294,How can I recall the argument of the previous bash command?,"linux,bash,unix,command"
2109585,36220256,Angular CLI SASS options,"angular,sass,angular-cli"
65387,2893954,How to pass in password to pg_dump?,"bash,postgresql,shell,crontab"
179736,1859554,What is “entropy and information gain”?,"math,text,computer-science,nltk,text-mining"
398230,5720029,Create singleton using GCD's dispatch_once in Objective-C,"ios,objective-c,singleton,grand-central-dispatch"
1476749,13109588,Encoding as Base64 in Java,"java,base64,decode,encode"
744270,16958448,What is http multipart request?,"http-headers,multipart"
390581,4386127,"What is the formal difference in Scala between braces and parentheses, and when should they be used?","scala,syntax,parentheses,braces"
252000,13346879,const vs constexpr on variables,"c++,variables,c++11,constants,constexpr"
192247,16015020,What does “coalgebra” mean in the context of programming?,"scala,haskell,functional-programming,category-theory,recursion-schemes"
111669,1033398,How to execute a function when page has fully loaded?,javascript
2186160,17703510,dyld: Library not loaded … Reason: Image not found,"macos,dylib,dyld,otool,install-name-tool"
65990,1454913,Regular Expression to find a string included between two characters while EXCLUDING the delimiters,regex
827927,29349684,How can I specify the required Node.js version in package.json?,"node.js,npm,package,version"
1178669,9874382,What's the difference between process.cwd() vs __dirname?,node.js
279826,2321511,What is meant by Resource Acquisition is Initialization (RAII)?,"c++,raii"
175259,4789837,How to terminate a python subprocess launched with shell=True,"python,linux,subprocess,kill-process"
272934,3323074,Android: Difference between Parcelable and Serializable?,"android,parcelable,serializable"
278044,15518453,How do I undo “Scope to this” in Visual Studio 2012?,visual-studio-2012
296346,3150275,jquery input select all on focus,"jquery,input"
6583,2407540,What are the downsides to using Dependency Injection? [closed],"design-patterns,dependency-injection"
516389,33721276,Angular EXCEPTION: No provider for Http,angular
370639,10523415,Execute command on all files in a directory,"bash,scripting"
49153,580669,Redirect parent window from an iframe action,"javascript,iframe,dhtml"
2992,50096,How to pass password to scp?,"linux,scp,io-redirection"
243781,5620324,mailto link with HTML body,"html,email,mailto"
16562,87950,How do you overcome the svn 'out of date' error?,svn
850350,8082719,Convert an NSURL to an NSString,"ios,objective-c,swift,nsstring,nsurl"
196832,3569997,How to find out line-endings in a text file?,"linux,bash,command-line,newline,line-endings"
2037846,19765938,Show and hide a View with a slide up/down animation,"android,animation,android-animation"
1509580,19233415,How to make type=“number” to positive numbers only,html
311465,5214127,CSS technique for a horizontal line with words in the middle,"html,css,cross-browser"
800639,7372067,Is there any way to prevent input type=“number” getting negative values?,"html,input,numbers"
416412,5427656,iOS UIImagePickerController result image orientation after upload,"ios,iphone,cocoa-touch,uiimage,uiimagepickercontroller"
513413,10748796,"Android, How to limit width of TextView (and add three dots at the end of text)?","android,textview,ellipsis"
2269294,20755044,How to install CocoaPods?,"ios,swift,xcode,rubygems,cocoapods"
2775842,27441803,Why does JSHint throw a warning if I am using const?,"javascript,node.js,constants,jslint,jshint"
67022,3737740,Is there a better way to run a command N times in bash?,"bash,loops"
288439,2489669,How do Python functions handle the types of the parameters that you pass in?,"python,function,parameters"
3138699,22892120,How to generate a random string of a fixed length in Go?,"string,random,go"
791795,11112608,Where to put model data and behaviour? [tl; dr; Use Services],"javascript,model-view-controller,angularjs,dci"
1319519,12659747,Call an activity method from a fragment,"android,android-fragments"
633424,7020659,Submit form using a button outside the <form> tag,html
77449,813068,UITableView - change section header color,"ios,uitableview,cocoa-touch"
137,13569,mysqli or PDO - what are the pros and cons? [closed],"php,mysql,pdo,mysqli,database-abstraction"
70600,32355540,Complex Git branch name broke all Git commands,"git,zsh,git-branch,parentheses"
3451339,49162455,How to get chosen class images from Imagenet?,imagenet
998635,9979172,Difference between Node object and Element object?,"javascript,html,dom"
892029,8620127,Maven in Eclipse: step by step installation [closed],"eclipse,maven,eclipse-plugin"
92633,784173,What are the performance characteristics of sqlite with very large database files? [closed],"database,performance,sqlite"
404264,6958689,Running multiple commands with xargs,"bash,xargs"
1624921,19125722,Adding a legend to PyPlot in Matplotlib in the simplest manner possible,"python,matplotlib,plot"
64833,805418,How to find encoding of a file via script on Linux?,"file,shell,unix,encoding"
265791,2502833,Store output of subprocess.Popen call in a string,"python,subprocess"
4834129,34515173,Angular HTTP GET with TypeScript error http.get(…).map is not a function in [null],"angular,rxjs"
1049905,8153750,How to search a string in multiple files and return the names of files in Powershell?,"string,search,text,powershell,recursion"
74098,2469911,How do I assert my exception message with JUnit Test annotation?,"java,testing,annotations,junit4,assertion"
-1,14993855,"Android ADB device offline, can't issue commands","android,adb,android-2.2-froyo"
-1,42308879,How to solve npm error “npm ERR! code ELIFECYCLE”,"node.js,npm,npm-install,npm-start,npm-live-server"
395734,3280353,How to import a jar in Eclipse,"java,eclipse,jar"
1240268,13703720,"Converting between datetime, Timestamp and datetime64","python,datetime,numpy,pandas"
62195,787533,Is #pragma once a safe include guard?,"c++,include-guards"
62951,9396064,using statement with multiple variables [duplicate],"c#,using-statement"
37398,7686827,How can I add a custom HTTP header to ajax request with js or jQuery?,"javascript,jquery,ajax,http-headers,httprequest"
67405,14622421,How to change legend title in ggplot,"r,plot,ggplot2"
2801843,25377637,Datatables: Cannot read property 'mData' of undefined,"jquery,console,datatables"
270556,4984647,Accessing dict keys like an attribute?,"python,dictionary,syntax,attributes"
516389,35359358,Angular 2 change event on every keypress,angular
111435,1606679,Remove duplicates in the list using linq,"c#,linq,linq-to-objects,generic-list"
-1,146297,Hidden Features of Xcode,"objective-c,xcode,macos,cocoa"
247243,10832031,How to run a single test with Mocha?,"javascript,mocha.js"
458805,3798835,Understanding __get__ and __set__ and Python descriptors,"python,descriptor"
479889,3964211,When to use AtomicReference in Java?,"java,multithreading"
469708,14485115,"Synchronously waiting for an async operation, and why does Wait() freeze the program here","c#,.net,task-parallel-library,windows-store-apps,async-await"
28360,206154,"What SOAP client libraries exist for Python, and where is the documentation for them? [closed]","python,soap,soap-client"
450278,5561295,What does git push -u mean?,git
3132783,20763012,Creating a Pandas DataFrame from a Numpy array: How do I specify the index column and column headers?,"python,pandas,numpy"
151037,1238613,What is the difference between the dot (.) operator and -> in C++? [duplicate],"c++,operators"
773546,6155951,What's the difference between deadlock and livelock?,"multithreading,pthreads,deadlock,livelock"
157984,3789340,Combining C++ and C - how does #ifdef __cplusplus work?,"c++,c,c-preprocessor,extern-c"
136,626,"When to use lambda, when to use Proc.new?","ruby,lambda,proc"
474189,29140402,How do I print my Java object without getting “SomeType@2f92e0f4”?,"java,string,object,tostring"
251153,2414105,Why is it bad practice to call System.gc()?,"java,garbage-collection"
11236,18122628,How can I search for a commit message on GitHub?,"search,github"
58656,1053052,"A generic error occurred in GDI+, JPEG Image to MemoryStream","c#,gdi+"
123016,9035895,How do I add a submodule to a sub-directory?,"git,git-submodules"
995265,9003632,Color picker utility (color pipette) in Ubuntu [closed],"ubuntu,color-picker"
5132444,52412023,API 'variant.getExternalNativeBuildTasks()' is obsolete and has been replaced with 'variant.getExternalNativeBuildProviders(),"android,firebase,android-studio,android-gradle-plugin,fabric.io"
11138,151945,How do I control how Emacs makes backup files?,emacs
5552700,37901761,Bluetooth headphone music quality deteriorates when launching iOS simulator,"bluetooth,ios-simulator,core-audio,ios-bluetooth"
350129,6380231,Difference between binary tree and binary search tree,"data-structures,tree,binary-tree,binary-search-tree"
268588,8602395,Timeout expired. The timeout period elapsed prior to completion of the operation or the server is not responding. The statement has been terminated,"c#,asp.net,sql-server-2008-r2,timeout,sqlcommand"
756795,6094575,Creating an instance using the class name and calling constructor,"java,reflection,instantiation"
71834,2298870,Get names of all keys in the collection,"mongodb,mongodb-query,aggregation-framework"
41718,646644,How to get last items of a list in Python?,"python,list,slice"
985138,8720931,Can CSS detect the number of children an element has?,"css,css-selectors"
6068,454315,How to format date and time in Android?,"android,date,time,formatting,format"
2834795,20089582,How to get a URL parameter in Express?,"javascript,node.js,express,url-parameters,query-parameters"
358894,2784441,Trying to start a service on boot on Android,"android,broadcastreceiver,android-service"
234253,3958615,Import file size limit in PHPMyAdmin,"php,mysql,phpmyadmin"
1770724,28831854,How do I add python3 kernel to jupyter (IPython),"ipython,ipython-notebook,jupyter,jupyter-notebook"
306410,2695746,How to get a list of installed android applications and pick one to run,"android,android-intent"
33996,653509,Breaking out of nested loops [duplicate],"python,loops,nested-loops"
1404555,18122336,Cannot change version of project facet Dynamic Web Module to 3.0?,"java,eclipse,maven"
3274149,36999739,What does ==$0 (double equals dollar zero) mean in Chrome Developer Tools?,"google-chrome,google-chrome-devtools,code-inspection"
5817058,42606837,How do I use Bash on Windows from the Visual Studio Code integrated terminal?,"visual-studio-code,git-bash,vscode-settings"
82219,2461702,Why is IoC / DI not common in Python?,"python,design-patterns,dependency-injection,inversion-of-control,architecture"
463785,7556400,Injecting content into specific sections from a partial view ASP.NET MVC 3 with Razor View Engine,"asp.net,asp.net-mvc,asp.net-mvc-3,razor,partial-views"
111065,3896537,Should I size a textarea with CSS width / height or HTML cols / rows attributes?,"html,css,textarea"
19112,1196415,What datatype to use when storing latitude and longitude data in SQL databases? [duplicate],"sql,database,geocoding,latitude-longitude"
42973,9698614,"super() raises “TypeError: must be type, not classobj” for new-style class","python,superclass,super,typeerror"
28035,514371,What's the bad magic number error?,python
-1,628301,CSS3's border-radius property and border-collapse:collapse don't mix. How can I use border-radius to create a collapsed table with rounded corners?,"html,css,rounded-corners,html-table"
6061558,35991403,“pip install unroll”: “python setup.py egg_info” failed with error code 1,"python,pip,package,installation"
1643850,26150232,Resolve Javascript Promise outside function scope,"javascript,promise,es6-promise"
8626243,57259126,Why does the Rust compiler not optimize code assuming that two mutable references cannot alias?,"rust,compiler-optimization,llvm-codegen"
1366,261963,How can I iterate over an enum?,"c++,enums"
1442776,31878901,Should I add the Visual Studio 2015 .vs folder to source control?,"git,svn,version-control,visual-studio-2015,ignore"
3555155,23199392,Difference between MEAN.js and MEAN.io,"javascript,node.js,angularjs,web-applications,mean-stack"
312025,4123044,Maven 3 warnings about build.plugins.plugin.version,"maven,maven-plugin,maven-3"
581922,6737824,How to run a hello.js file in Node.js on windows?,"windows,node.js"
22656,1583050,Performance surprise with “as” and nullable types,"c#,performance,clr,nullable,unboxing"
576758,23308193,Break or return from Java 8 stream forEach?,"java,foreach,lambda,java-8"
5228806,35667249,Accessing Redux state in an action creator?,"javascript,redux"
129638,2263975,jQuery OR Selector?,"jquery,jquery-selectors"
417143,4291151,jQuery count child elements,"javascript,jquery,dom"
557944,7049875,Why doesn't height: 100% work to expand divs to the screen height?,"html,css,height"
227809,15141762,How to initialize a JavaScript Date to a particular time zone,"javascript,timezone"
97855,1542213,How to find the Number of CPU Cores via .NET/C#?,"c#,.net,cpu-cores"
653364,5484922,Secondary axis with twinx(): how to add to legend?,"python,matplotlib,axis,legend"
209512,10005939,How do I consume the JSON POST data in an Express application,"json,node.js,express"
-1,125964,Easier way to debug a Windows service,"c#,debugging,windows-services"
631733,5877808,What is [Serializable] and when should I use it?,"c#,.net,serialization"
326904,5401501,How to post data to specific URL using WebClient in C#,"c#,post,webclient"
25968,2897619,Using HTML5/JavaScript to generate and save a file,"javascript,html,download"
10040,163823,Can “list_display” in a Django ModelAdmin display attributes of ForeignKey fields?,"python,django,django-models,django-admin,modeladmin"
112023,1502590,Calculate distance between two points in google maps V3,"javascript,google-maps-api-3"
58289,776448,Pagination in a REST web application,"rest,sorting,pagination"
-1,36504,Why functional languages? [closed],"programming-languages,functional-programming"
378622,10474922,ERROR 2006 (HY000): MySQL server has gone away,mysql
832187,9422974,CreateElement with id?,"javascript,jquery"
5262010,37904739,Html.fromHtml deprecated in Android N,"android,deprecated,android-7.0-nougat"
1120987,28668252,Android studio Error “Unsupported Modules Detected: Compilation is not supported for following modules”,"android,intellij-idea,android-studio,ide,android-ide"
228450,2304052,Check if a number has a decimal place/is a whole number,"javascript,validation,numbers,integer"
817493,11407349,How to export and import a .sql file from command line with options? [duplicate],"mysql,command-line,command-line-arguments,sqlcommand"
819272,24650626,How to implement classic sorting algorithms in modern C++?,"c++,algorithm,sorting,c++14,c++-faq"
36590,707335,T-SQL Cast versus Convert,"sql,sql-server,database,tsql"
468017,6312993,JavaScript seconds to time string with format hh:mm:ss,"javascript,date,time,date-format,time-format"
166343,27715275,What's the difference between returning value or Promise.resolve from then(),"javascript,angularjs,promise,q"
3822654,24666515,How do I make an attributed string using Swift?,"fonts,uilabel,swift,nsattributedstring"
49697,1796180,How can I get a list of all classes within current module in Python?,"python,reflection,inspect"
322909,7935689,What is the difference between children and childNodes in JavaScript?,"javascript,dom"
8803619,47369351,kubectl apply vs kubectl create?,"kubernetes,kubectl"
27305,12340737,Specify multiple attribute selectors in CSS,"css,attributes,css-selectors"
2078,17806,Warning: Found conflicts between different versions of the same dependent assembly,".net,warnings"
164230,2882490,How to get the current URL within a Django template?,"django,django-templates"
2266338,19075671,How do I use shell variables in an awk script?,"bash,shell,awk"
196526,5217665,How to generate .NET 4.0 classes from xsd?,"c#,.net,xsd"
257942,2128505,Difference between filter and filter_by in SQLAlchemy,"python,sqlalchemy"
77449,797318,How to split a string literal across multiple lines in C / Objective-C?,"c,objective-c"
298870,2839321,Connect Java to a MySQL database,"java,mysql,jdbc"
568249,14260340,Function to clear the console in R and RStudio,r
985051,8708542,Something like 'contains any' for Java set?,java
13332,75401,What are the uses of “using” in C#?,"c#,using,using-statement"
248959,13296863,Difference between wait and sleep,"bash,shell,wait,sleep"
1309066,10099258,How can I recover a lost commit in Git?,git
820410,10978038,restrict edittext to single line,"android,android-edittext"
652800,5287538,How to get the user input in Java?,"java,input"
257942,2352181,How to use a dot “.” to access members of dictionary?,"python,dictionary,syntax,nested"
3299229,21714655,How to reload the current state?,"angularjs,angular-ui,angular-ui-router"
1254632,20138640,Pushing empty commits to remote,"git,git-commit"
