answers,ownerId,quesId,summary,tags,views,votes
7,254532,35341696,How to convert Map keys to array?,"javascript,dictionary,ecmascript-6",338,338
4,474997,29790070,Upgraded to AppCompat v22.1.0 and now getting IllegalArgumentException: AppCompat does not support the current theme features,"android,android-appcompat,illegalargumentexception",338,338
18,628090,5265913,How to use putExtra() and getExtra() for string data,"android,android-intent",337,337
31,1480995,34323480,"In Angular, how do you determine the active route?","javascript,typescript,angular,angular2-routing",337,337
7,786333,6865194,Fluid width with equally spaced DIVs,"html,css,fluid-layout",337,337
8,282658,3071136,What does the `forall` keyword in Haskell/GHC do?,"haskell,syntax,types,ghc,forall",337,337
6,355456,19911762,"What are the Android SDK build-tools, platform-tools and tools? And which version should be used?","android,sdk,android-sdk-tools",336,336
16,112023,1502590,Calculate distance between two points in google maps V3,"javascript,google-maps-api-3",336,336
8,1253072,21758615,Why should I use IHttpActionResult instead of HttpResponseMessage?,"c#,asp.net-web-api,httpresponse",337,337
21,1302569,12739909,Send data from activity to fragment in Android,"android,android-fragments",335,335
22,1064427,15534977,MySQL Cannot Add Foreign Key Constraint,"mysql,sql,foreign-keys",336,336
10,177883,1517793,What is stability in sorting algorithms and why is it important?,"algorithm,sorting,language-agnostic,stability",337,337
23,1248498,14083950,"Duplicate ID, tag null, or parent id with another fragment for com.google.android.gms.maps.MapFragment","android,android-fragments,android-maps,illegalargumentexception",335,335
124,-1,98606,Favorite Visual Studio keyboard shortcuts [closed],".net,visual-studio,keyboard-shortcuts",336,336
31,1494989,21925992,Chrome DevTools Devices does not detect device when plugged in,"google-chrome,google-chrome-devtools",335,335
12,72546,609860,Convert from enum ordinal to enum type,"java,enums",335,335
17,829155,17209468,How to disable back swipe gesture in UINavigationController on iOS 7,"ios,objective-c,uinavigationcontroller,uigesturerecognizer,ios7",335,335
17,91607,5567945,Type or namespace name does not exist [closed],"c#,.net,visual-studio-2010,visual-studio",335,335
9,4749309,31089221,"What is the difference between PUT, POST and PATCH? [closed]","http,http-post,http-put,http-patch",336,336
24,24010,1863399,MongoDB: Is it possible to make a case-insensitive query?,"mongodb,case-insensitive",335,335
16,-1,481144,Equation for testing if a point is inside a circle,"algorithm,language-agnostic,geometry",335,335
20,367277,18487406,How do I tell Gradle to use specific JDK version?,"java,gradle,build.gradle",334,334
3,479851,10864853,When exactly is it leak safe to use (anonymous) inner classes?,"java,android,memory-leaks,inner-classes",334,334
6,399104,3413448,Double vs. BigDecimal?,"java,floating-point,double,bigdecimal",334,334
7,1122665,14795145,How the single threaded non blocking IO model works in Node.js,node.js,334,334
10,2590,175655,How to find where a method is defined at runtime?,"ruby-on-rails,ruby,runtime,methods,definition",334,334
35,660810,21277806,fatal: early EOF fatal: index-pack failed,"git,cygwin,msysgit",334,334
6,231588,4251284,raw vs. html_safe vs. h to unescape html,"ruby-on-rails,erb",334,334
8,21709,367863,Find records from one table which don't exist in another,"sql,mysql",334,334
19,169754,2630013,Invalid argument supplied for foreach(),"php,foreach",335,335
5,836487,11124053,Accidentally committed .idea directory files into git,git,334,334
15,92610,1304626,git: Switch branch and ignore any changes without committing,"git,branch,git-checkout",334,334
12,1696863,16706716,Using two values for one switch case statement,"java,switch-statement",333,333
8,992600,11821801,Why use a ReentrantLock if one can use synchronized(this)?,"java,multithreading,concurrency,synchronize,reentrantlock",334,334
13,568249,14260340,Function to clear the console in R and RStudio,r,333,333
12,72990,623052,How to edit incorrect commit message in Mercurial? [duplicate],"version-control,mercurial,tortoisehg,commit-message,mercurial-commit",334,334
8,3122,138511,What are Java command line options to set to allow JVM to be remotely debugged?,"java,debugging",331,331
19,376947,3161816,Truncate a string to first n characters of a string and add three dots if any characters are removed,"php,string,ellipsis,truncation",333,333
7,523517,6844785,How to use regex with find command?,"regex,linux,find",333,333
6,3374098,22171558,What does enumerate() mean?,"python,enumerate",333,333
19,4755435,32621988,Electron: jQuery is not defined,"jquery,electron",331,331
7,72583,1426826,Difference between “and” and && in Ruby?,"ruby,operators",331,331
9,77449,797318,How to split a string literal across multiple lines in C / Objective-C?,"c,objective-c",333,333
23,5486,596444,"Html.ActionLink as a button or an image, not a link","asp.net-mvc,actionlink",332,332
4,1178669,5881169,What column type/length should I use for storing a Bcrypt hashed password in a Database?,"mysql,hash,types,storage,bcrypt",333,333
4,663148,7296846,"How to implement one-to-one, one-to-many and many-to-many relationships while designing tables?","sql,oracle,database-design",322,322
13,377381,5210033,"Using only CSS, show div on hover over <a>",css,331,331
12,932399,11235370,Android emulator doesn't take keyboard input - SDK tools rev 20,"android,android-emulator",331,331
12,559827,16327055,How to add an empty column to a dataframe?,"python,pandas",331,331
35,184367,1819142,How should I validate an e-mail address?,"android,email-validation",331,331
17,197036,4825295,JavaScript - onClick to get the ID of the clicked button,"javascript,html",332,332
3,28413,235455,Access to Modified Closure,"c#,resharper,closures",322,322
10,1287899,22537311,AngularJS ui-router login authentication,"javascript,angularjs,angular-ui-router",376,376
34,49739,446405,Adjust UILabel height depending on the text,"ios,cocoa-touch,uikit,uilabel",321,321
6,1635116,12595051,Check if string matches pattern,"python,regex,string-matching",376,376
13,1384652,1137060,Where does PostgreSQL store the database?,postgresql,378,378
29,313163,4090169,Elegant way to check for missing packages and install them?,"r,packages,r-faq",376,376
10,614208,9497869,Export and Import all MySQL databases at one time,"mysql,database-backups,mysql-backup",376,376
24,1852837,16765158,“date(): It is not safe to rely on the system's timezone settings…”,"php,timezone",376,376
15,177541,1660124,How to sum a variable by group,"r,dataframe,aggregate,r-faq",410,410
15,21963,147659,Get list of databases from SQL Server,sql-server,410,410
21,17579,546433,Regular expression to match balanced parentheses,regex,322,322
15,206098,1696433,How to exit a 'git status' list in a terminal?,"git,command-line,terminal",376,376
7,234322,1984325,Explaining Python's '__enter__' and '__exit__',"python,oop,with-statement,contextmanager",413,413
9,164002,2521459,What are the default access modifiers in C#?,"c#,access-modifiers",413,413
9,54420,609382,jQuery Selector: Id Ends With?,"jquery,jquery-selectors",413,413
24,51717,413807,Is there a way for non-root processes to bind to “privileged” ports on Linux?,"linux,root,ipv6,iptables,linux-capabilities",413,413
11,1268964,31684375,Automatically create requirements.txt,"python,dependencies,python-import,requirements",413,413
6,448070,3652090,Difference between applicationContext.xml and spring-servlet.xml in Spring Framework,"java,spring",378,378
18,20128,2603700,How to align 3 divs (left/center/right) inside another div?,"html,css,flexbox,alignment,css-float",413,413
53,1592380,13509293,git: fatal: Could not read from remote repository,git,413,413
163,-1,1469899,Worst security hole you've seen? [closed],security,413,413
15,810430,10564684,How to fix error “Updating Maven Project”. Unsupported IClasspathEntry kind=4?,"eclipse,maven,m2eclipse,eclipse-wtp",413,413
20,3820,101265,Why is there no ForEach extension method on IEnumerable?,"c#,.net,vb.net,extension-methods",413,413
5,283311,5255184,Android and setting width and height programmatically in dp units,"android,scaling",320,320
10,364088,4319825,Python unittest - opposite of assertRaises?,"python,unit-testing",413,413
8,1216094,24324021,How do I create a category in Xcode 6 or higher?,"ios,objective-c,categories,xcode6",320,320
11,14008,77434,How to access the last value in a vector?,"r,dataframe,vector",320,320
19,1136542,10522532,Stop node.js program from command line,"node.js,command",320,320
7,159856,8306623,Get Bitmap attached to ImageView,"android,imageview,android-bitmap",321,321
9,563514,16288176,Your branch is ahead of 'origin/master' by 3 commits,"git,git-rebase",412,412
10,65977,4528869,How do you attach a new pull request to an existing issue on github?,"git,github,issue-tracking,pull,pull-request",413,413
34,482506,10099422,"Flushing footer to bottom of the page, twitter bootstrap","css,twitter-bootstrap,footer",320,320
10,72760,725348,Plain Old CLR Object vs Data Transfer Object,"c#,.net,poco,dto",413,413
3,33311,747075,How to git-svn clone the last n revisions from a Subversion repository?,"git,svn,git-svn,git-clone,svn-checkout",321,321
11,471891,7069682,How to get arguments with flags in Bash,"bash,shell",320,320
19,69742,22946399,Signtool error: No certificates were found that met all given criteria with a Windows Store App?,"windows-8,windows-store-apps,signtool,appx",320,320
9,340711,3973034,Export a stash to another computer,git,321,321
16,5896,713847,Recommendations of Python REST (web services) framework? [closed],"python,web-services,rest,frameworks",321,321
2,284577,25444328,What does the smiley face “:)” mean in CSS?,"css,css-hack",321,321
4,64167,2774343,How do I associate file types with an iPhone application?,"ios,cocoa-touch",321,321
2,665742,5352099,How to disable scientific notation?,"r,formatting,scientific-notation",321,321
13,192810,11972026,Delaying AngularJS route change until model loaded to prevent flicker,"javascript,angularjs,angularjs-routing",321,321
7,1832628,13506832,What is the MySQL VARCHAR max size?,"mysql,varchar,maxlength",321,321
8,175562,2332768,How to avoid mysql 'Deadlock found when trying to get lock; try restarting transaction',"mysql,deadlock",321,321
10,396383,4989483,Where to put default parameter value in C++? [duplicate],"c++,default-arguments",321,321
3,200044,8533318,"multiprocessing.Pool: When to use apply, apply_async or map?","python,multithreading,concurrency,multiprocessing",321,321
5,725937,10673585,Start thread with member function,"c++,multithreading,c++11",321,321
20,3885,64036,How do you make a deep copy of an object?,"java,class,clone",321,321
18,41360,388490,How to use unicode characters in Windows command line?,"unicode,command-line,input,windows-console",321,321
14,17035,421573,Best way to extract a subvector from a vector?,"c++,stl,vector,range",321,321
9,195543,7082364,What does “WARN Could not determine content-length of response body.” mean and how to I get rid of it?,"ruby-on-rails,ruby,webrick",321,321
12,492624,7905929,How to test valid UUID/GUID?,"javascript,regex,validation,uuid,guid",319,319
18,6349,192048,Can an html element have multiple ids?,"html,xhtml,standards-compliance",321,321
17,37603,289586,Version of Apache installed on a Debian machine,"apache,debian,version",319,319
7,956482,8388470,Get element type with jQuery,"jquery,element",319,319
19,18103,318239,How do I set environment variables from Java?,"java,environment-variables",321,321
5,604511,9737352,What is the apply function in Scala?,scala,319,319
22,636467,22149584,What does axis in pandas mean?,"python,pandas,numpy,dataframe",319,319
14,326423,4414389,Android XML Percent Symbol,"android,xml,android-resources,xliff",319,319
14,93966,1300838,How to convert an address into a Google Maps Link (NOT MAP),"google-maps,hyperlink,google-maps-urls",319,319
9,429888,4401949,What's the use of ob_start() in php?,"php,output-buffering",319,319
10,1243636,10768451,Inline SVG in CSS,"css,svg",319,319
13,4166,39086,Search and replace a line in a file in Python,"python,file",319,319
14,67391,614212,How to hide 'Back' button on navigation bar on iPhone?,"ios,objective-c,iphone,navigation,uinavigationcontroller",319,319
16,10366,183791,How would you do a “not in” query with LINQ?,"c#,linq",319,319
4,2199852,25966215,What's the difference between all the Selection Segues?,"ios,ios8,xcode6,segue",319,319
16,1265753,10058814,Get data from fs.readFile,"javascript,node.js",319,319
8,579945,4987872,Ignore mapping one property with Automapper,"c#,model,viewmodel,automapper,object-object-mapping",319,319
24,1950,480735,Select all contents of textbox when it receives focus (Vanilla JS or jQuery),"javascript,jquery,user-interface",319,319
11,127578,1596668,Logical XOR operator in C++?,"c++,operators,logical-operators",319,319
16,2438460,20653305,Full Screen Theme for AppCompat,"android,android-actionbar,android-theme",319,319
12,928611,19986214,Setting ANDROID_HOME enviromental variable on Mac OS X,"macos,android-studio,android-sdk-tools",319,319
5,3239473,21900185,What are OLTP and OLAP. What is the difference between them?,"database,database-design,database-schema,olap,oltp",318,318
21,695727,6363441,Check if a file exists with wildcard in shell script [duplicate],"shell,sh,wildcard",318,318
4,25645,31769820,Differences between git submodule and subtree,"git,git-submodules,git-subtree",318,318
18,622813,15900485,"Correct way to convert size in bytes to KB, MB, GB in JavaScript","javascript,byte,converters",319,319
10,6664252,52998331,ImageMagick security policy 'PDF' blocking conversion,"pdf,imagemagick,imagemagick-convert",318,318
10,146128,1485668,How to set initial value and auto increment in MySQL?,"mysql,insert,auto-increment",318,318
50,1562347,15393821,npm ERR cb() never called,"node.js,heroku,npm",318,318
14,3289590,35453792,Pods stuck in Terminating status,kubernetes,318,318
16,171,29142,Getting ssh to execute a command in the background on target machine,"bash,ssh,csh",318,318
14,263328,2225564,Get a filtered list of files in a directory,"python,filesystems,wildcard,glob,directory-listing",318,318
24,2019426,639531,Search text in fields in every table of a MySQL database,mysql,318,318
31,65279,538666,Format timedelta to string,"python,string,datetime,format,timedelta",318,318
17,38333,3162385,How to split a string in shell and get the last field,"bash,split,tokenize,cut",318,318
21,29900,687998,Auto-size dynamic text to fill fixed size container,"jquery,html,css",319,319
17,2401769,28814585,How to check if type is Boolean,"javascript,jquery,types",318,318
4,865866,26672077,Django Model() vs Model.objects.create(),"python,django,database,django-models",319,319
19,1456508,20941704,EC2 instance has no public DNS,"amazon-web-services,amazon-ec2,amazon-vpc",318,318
26,90025,1355150,"When saving, how can you check if a field has changed?","django,django-models",318,318
20,403230,3467404,"Chrome says “Resource interpreted as script but transferred with MIME type text/plain.”, what gives?","google-chrome,mime-types",319,319
16,834316,5839359,java.lang.OutOfMemoryError: GC overhead limit exceeded [duplicate],"java,hashmap,heap,heap-memory,g1gc",319,319
7,-1,10195343,"Copy a file in a sane, safe and efficient way","c++,file-io",319,319
62,5278194,46267621,Unable to merge dex,"android,dex,android-studio-3.0",318,318
22,1175,18068627,LogCat message: The Google Play services resources were not found. Check your project configuration to ensure that the resources are included,"android,google-maps,google-play-services",319,319
2,331071,5398014,Using crontab to execute script every minute and another every 24 hours [closed],crontab,318,318
24,48957,8855361,FB OpenGraph og:image not pulling images (possibly https?),"facebook,facebook-graph-api,facebook-opengraph",319,319
2,234780,3080509,List Git commits not pushed to the origin yet [duplicate],git,319,319
16,407003,520585,Connection pooling options with JDBC: DBCP vs C3P0,"java,jdbc,connection-pooling,c3p0,apache-commons-dbcp",319,319
8,219,423172,Can I have multiple background images using CSS?,"css,background-image",319,319
10,441207,3975499,"Convert SVG to image (JPEG, PNG, etc.) in the browser","javascript,svg",319,319
8,495865,4190703,Is it safe to delete a NULL pointer?,"c++,pointers,memory-management,null-pointer,delete-operator",319,319
16,-1,2186931,Java Pass Method as Parameter,"java,interface",319,319
19,149986,2303690,Resizing an image in an HTML5 canvas,"javascript,html,canvas,image-resizing",319,319
2,3045103,20778771,"What is the difference between 0.0.0.0, 127.0.0.1 and localhost?","ip,jekyll",319,319
4,122536,2032747,How to comment in Vim's config files: “.vimrc”?,"vim,comments,configuration-files",319,319
7,1423787,11618277,Difference Between Schema / Database in MySQL,"mysql,database,schema,database-schema",319,319
4,82474,5969630,Can Mockito stub a method without regard to the argument?,"java,unit-testing,mocking,mockito",319,319
13,44523,1969232,What are allowed characters in cookies?,cookies,319,319
9,10333,2420193,How to avoid Dependency Injection constructor madness?,"c#,java,dependency-injection,inversion-of-control,ioc-container",319,319
8,429888,4540753,Should I use encodeURI or encodeURIComponent for encoding URLs?,javascript,319,319
2,313842,9224754,How to remove origin from git repository,"git,git-svn",319,319
10,960588,14386570,getting the ng-object selected with ng-change,angularjs,319,319
8,112968,2788092,Start a git commit message with a hashmark (#),"git,commit,ticket-system,ticket-tracking",317,317
10,1247509,9383740,What does Python's eval() do? ,"python,eval",319,319
9,466224,5826649,Returning a file to View/Download in ASP.NET MVC,"c#,asp.net-mvc,asp.net-mvc-3,download,http-headers",319,319
5,2388827,16602017,How are “mvn clean package” and “mvn clean install” different?,"java,maven",319,319
5,3476108,9507606,When should I use require() and when to use define()?,"require,requirejs",317,317
17,6998684,2632520,"What is the fastest way to send 100,000 HTTP requests in Python?","python,http,concurrency",319,319
12,18071,898307,How do I automatically scroll to the bottom of a multiline text box?,"c#,winforms,textbox,scroll",317,317
3,278976,9625246,What are the underlying data structures used for Redis?,"algorithm,data-structures,redis",317,317
21,2975,45030,How to parse a string into a nullable int,"c#,.net,string,.net-3.5,nullable",317,317
8,-1,556981,What is Shelving in TFS?,"tfs,shelve",319,319
4,441493,10168449,Git update submodules recursively,"git,git-submodules",317,317
10,978346,7999211,How to iterate through SparseArray?,"java,android",317,317
7,116293,2541752,Best way to find the intersection of multiple sets?,"python,set,set-intersection",317,317
17,18797,29964825,How do I open multiple instances of Visual Studio Code?,visual-studio-code,317,317
15,169743,2446764,Update statement with inner join on Oracle,"sql,oracle,inner-join,ora-00933",317,317
17,401685,36154283,Method List in Visual Studio Code,visual-studio-code,317,317
17,45698,20635472,Using the RUN instruction in a Dockerfile with 'source' does not work,"bash,shell,docker",317,317
21,8351,85815,How to tell if a JavaScript function is defined,"javascript,reflection",317,317
16,182668,2322750,Replace transparency in PNG images with white background,"png,imagemagick,alpha-transparency",317,317
11,664067,6358349,How to print Boolean flag in NSLog?,"ios,objective-c,cocoa-touch",317,317
3,572771,6899175,Check if a div exists with jquery [duplicate],"jquery,html,exists",318,318
7,641151,5869825,When should one use a spinlock instead of mutex?,"synchronization,mutex,spinlock",317,317
16,1710704,19829356,Color Tint UIButton Image,"ios,iphone,uibutton,ios7,uisegmentedcontrol",317,317
4,9021,877597,How do you change the document font in LaTeX?,"fonts,latex",318,318
17,595437,11401897,"Get The Current Domain Name With Javascript (Not the path, etc.)","javascript,domain-name",317,317
7,10593053,58321114,Why I get the console warning: [Process] kill() returned unexpected error 1 when I load a WKWebView in iOS13.2?,"ios,objective-c,wkwebview,ios13",318,318
103,-1,8472,Practical non-image based CAPTCHA approaches?,"security,language-agnostic,captcha",317,317
12,389569,6564257,Can't ignore UserInterfaceState.xcuserstate,"xcode,git,xcode4,gitignore",317,317
9,994018,7959573,"Declaring variables inside loops, good practice or bad practice?","c++,loops,variable-declaration",318,318
5,191083,732832,PHP exec() vs system() vs passthru(),"php,command,exec",318,318
9,365019,18634207,"Difference between add(), replace(), and addToBackStack()","android,android-fragments",317,317
5,186822,32648566,Find a file by name in Visual Studio Code,"file,search,visual-studio-code,find",318,318
8,3006145,42122522,ReactJs: What should the PropTypes be for this.props.children?,"reactjs,jsx,react-proptypes",318,318
8,1009861,18337630,What is “X-Content-Type-Options=nosniff”?,"html,http-headers,meta,owasp,penetration-testing",318,318
16,7705,1557781,What's the difference between the Dependency Injection and Service Locator patterns?,"design-patterns,dependency-injection,service-locator",318,318
15,30,1276,How big can a MySQL database get before performance starts to degrade,"mysql,database,database-performance",318,318
21,2898867,36271899,What is the correct way to share the result of an Angular Http network call in RxJs 5?,"angular,rxjs,angular2-services,rxjs5",318,318
7,-1,1367409,How to make button look like a link?,"css,button,hyperlink",318,318
18,185882,1634782,What is the most accurate way to retrieve a user's correct IP address in PHP?,"php,ip-address",318,318
16,26817,7996919,Should URL be case sensitive?,"url,case-sensitive",318,318
9,434493,4361585,How to check if a variable is not null?,"javascript,comparison,null-check",318,318
6,4653,3396300,Get type name without full namespace,"c#,namespaces,typeof",318,318
12,825757,14736496,Use Font Awesome Icons in CSS,"css,font-awesome",318,318
8,94250,2407398,How to merge lists into a list of tuples?,"python,list,merge,tuples",319,319
12,3351,880512,Prevent text selection after double click,"javascript,selection-object",319,319
9,31610,1052476,What is Scala's yield?,"scala,functional-programming,yield",319,319
4,2757483,22289345,Completely cancel a rebase,git,318,318
4,6068,1062075,Why do table names in SQL Server start with “dbo”?,sql-server,320,320
6,1934903,42749973,ES6 import using at ('@') sign in path in a vue.js project using Webpack,"javascript,webpack,ecmascript-6,vue.js",320,320
14,373671,9980869,Force Intellij IDEA to reread all maven dependencies,"maven,intellij-idea",319,319
11,342235,10656574,How do I manage MongoDB connections in a Node.js web application?,"node.js,mongodb,database-connection,connection-pooling",318,318
2,1004278,9575790,How to get time in milliseconds since the unix epoch in Javascript? [duplicate],javascript,318,318
4,69882,713794,Catching an exception while using a Python 'with' statement,"python,exception-handling",320,320
14,1486278,13977851,htaccess redirect to https://www,"apache,.htaccess,mod-rewrite,redirect,https",319,319
38,136088,6842687,The remote end hung up unexpectedly while git cloning,git,319,319
11,2909913,19533528,Installing Java on OS X 10.9 (Mavericks),"java,macos",320,320
5,903083,17016175,C++ unordered_map using a custom class type as the key,"c++,hash,g++,unordered-map,hashtree",320,320
27,604864,5554734,What causes a java.lang.ArrayIndexOutOfBoundsException and how do I prevent it?,java,320,320
4,357236,6682997,What is the purpose of a plus symbol before a variable?,javascript,320,320
26,128983,2808398,Easily measure elapsed time,"c++,c,linux,time,measurement",319,319
5,560648,31816095,Why should I not #include <bits/stdc++.h>?,"c++,portability,turbo-c++,c++-faq,implementation-defined-behavior",320,320
4,3734222,36476178,"This C function should always return false, but it doesn’t","c,gcc",320,320
3,103203,5161380,How do I specify different Layouts in the ASP.NET MVC 3 razor ViewStart file?,"asp.net-mvc,layout,asp.net-mvc-3,razor",320,320
7,82156,14013644,Hosting a Maven repository on github,"maven,github,github-pages,mvn-repo",320,320
5,411928,4143252,How to make the 'cut' command treat same sequental delimiters as one?,"bash,unix,delimiter,cut",320,320
22,196777,1626326,How to manage local vs production settings in Django?,"python,django,deployment",320,320
13,-1,1853243,Do you (really) write exception safe code? [closed],"c++,exception-handling",320,320
14,887092,11679385,Reset Entity-Framework Migrations,"entity-framework,database-migration,entity-framework-migrations",320,320
10,3205,57383,How to rethrow InnerException without losing stack trace in C#?,"c#,.net,exception",320,320
8,485388,8185276,Find size of Git repository,"git,filesize",320,320
10,2665694,8777753,Converting datetime.date to UTC timestamp in Python,"python,datetime,utc",320,320
9,742402,20226169,How to pass json POST data to Web API method as an object?,"javascript,asp.net-mvc,json,asp.net-mvc-4,asp.net-web-api",321,321
7,727429,14389349,"Android get current Locale, not default","android,locale",320,320
15,985095,16633956,Android Studio: Where is the Compiler Error Output Window?,"gradle,android-studio",320,320
3,4168397,17141558,How to sort a dataFrame in python pandas by two or more columns?,"python,pandas,python-2.7,sorting,data-analysis",321,321
10,158790,1347791,"“Unicode Error ”unicodeescape"" codec can't decode bytes… Cannot open text files in Python 3 [duplicate]","python,unicode,python-3.x",320,320
29,3862378,39174989,How to register multiple implementations of the same interface in Asp.Net Core?,"c#,asp.net-core,asp.net-core-mvc,coreclr",320,320
6,1447992,10973766,Understanding the map function,"python,map-function",321,321
10,1084,1101957,Are there any standard exit status codes in Linux?,"linux,error-handling,exit-code",321,321
7,74480,617182,How can I suppress all output from a command using Bash?,"bash,shell,scripting,echo",321,321
2,938668,10385248,Ignoring a class property in Entity Framework 4.1 Code First,"c#,.net,entity-framework,ef-code-first,entity-framework-4.1",321,321
5,169503,1699145,What is the difference between active and passive FTP?,"networking,ftp",321,321
6,3882995,24988448,How to draw vertical lines on a given plot in matplotlib,"python,matplotlib",321,321
10,1311393,12468179,UnicodeDecodeError: 'utf8' codec can't decode byte 0x9c,"python,linux,python-unicode",321,321
5,1897,1115313,Cost of len() function,"python,algorithm,collections,complexity-theory",320,320
9,183362,1652692,Using Mockito to mock classes with generic parameters,"java,generics,mockito",321,321
12,2012,41449,I get a “An attempt was made to load a program with an incorrect format” error on a SQL Server replication project,"c#,sql-server,replication",321,321
17,43681,1554278,Temporarily put away uncommitted changes in Subversion (a la “git-stash”),"svn,versioning",321,321
20,168960,2176861,JavaScript get clipboard data on paste event (Cross browser),"javascript,cross-browser,clipboard",321,321
20,5056,255214,When should I use the Visitor Design Pattern? [closed],"design-patterns,visitor-pattern",321,321
11,401432,4737970,"What does “where T : class, new()” mean?","c#,generics,type-constraints",321,321
22,3636,179355,Clearing all cookies with JavaScript,"javascript,cookies",321,321
10,159982,1306708,How to add a “readonly” attribute to an <input>?,"javascript,jquery",321,321
6,202895,1870937,MySQL - How to select data by string length,"mysql,select,string-length",320,320
6,231684,5361369,"UIView frame, bounds and center","objective-c,ios,uiview,frame,bounds",321,321
12,3836677,2801882,Generating a PNG with matplotlib when DISPLAY is undefined,"python,matplotlib,graph",321,321
18,790053,15886209,Maven is not working in Java 8 when Javadoc tags are incomplete,"java,maven,migration,java-8,javadoc",321,321
9,898749,12472645,How do I schedule jobs in Jenkins?,"jenkins,cron",321,321
6,1584651,15806241,how to specify local modules as npm package dependencies,"node.js,npm",320,320
7,2915,2497146,Is CSS Turing complete?,"css,turing-complete",318,318
8,621210,43362133,Visual Studio Code open tab in new window,visual-studio-code,321,321
39,3724476,27835619,urllib and “SSL: CERTIFICATE_VERIFY_FAILED” Error,"python,python-2.7,ssl,ssl-certificate,urllib",319,319
10,62699,633127,Viewing all defined variables [duplicate],"python,variables",317,317
9,3834415,36367986,How to make inline plots in Jupyter Notebook larger?,"python,matplotlib,ipython,jupyter-notebook",321,321
32,1698467,24039010,Ineligible Devices section appeared in Xcode 6.x.x,"ios,xcode6",321,321
8,1368430,37346481,How do I find and replace all occurrences (in all files) in Visual Studio Code?,"replace,visual-studio-code",318,318
7,741780,10375633,Understanding implicit in Scala,"scala,syntax,playframework,keyword",318,318
12,364846,3057526,Framework vs. Toolkit vs. Library [duplicate],terminology,317,317
10,243837,2235622,Can I set variables to undefined or pass undefined as an argument?,"javascript,undefined",320,320
13,2800876,21925671,Convert Django Model object to dict with all of the fields intact,"python,django,dictionary,django-models,django-orm",317,317
4,-1,2642147,How to remove files and directories quickly via terminal (bash shell) [closed],"file,terminal,directory,rm,rmdir",372,372
9,279516,10822656,Entity Framework - Include Multiple Levels of Properties,"c#,entity-framework,eager-loading",412,412
33,883413,32677133,App installation failed due to application-identifier entitlement,"ios,watchkit,watchos-2",317,317
18,224129,1933969,Sound effects in JavaScript / HTML5,"javascript,html,html5-audio",319,319
8,120623,976441,Java generics - why is “extends T” allowed but not “implements T”?,"java,generics,syntax,design-choices",318,318
16,2117389,20276907,Enterprise app deployment doesn't work on iOS 7.1,"ios,deployment",317,317
8,119032,1182189,CSS Child vs Descendant selectors,"css,css-selectors",316,316
13,21239,2155887,Git submodule head 'reference is not a tree' error,"git,git-submodules",316,316
8,352157,4249542,Run a task every x-minutes with Windows Task Scheduler [closed],"windows,scheduled-tasks",316,316
7,1931600,33454533,Can't scroll to top of flex item that is overflowing container,"html,css,flexbox,browser-bugs",317,317
13,185921,3458553,JavaScript: Passing parameters to a callback function,"javascript,callback,parameter-passing",316,316
21,175798,2264072,Detect a finger swipe through JavaScript on the iPhone and Android,"javascript,iphone,android,swipe",316,316
10,193315,2323292,Assign output of a program to a variable using a MS batch file,"batch-file,cmd,variable-assignment,windows-console",316,316
9,86073,737275,"Comparison of full text search engine - Lucene, Sphinx, Postgresql, MySQL?","mysql,postgresql,full-text-search,lucene,sphinx",317,317
5,1627079,14727044,Typescript: difference between String and string,typescript,317,317
12,25145,209160,Nullable type as a generic parameter possible?,"c#,generics",317,317
8,21239,1094269,What's the purpose of git-mv?,"git,git-mv",317,317
9,82156,27095077,How do I use tools:overrideLibrary in a build.gradle file?,"android,gradle,android-tv",316,316
9,277210,6590688,Is it bad to have my virtualenv directory inside my git repository?,"python,django,virtualenv",317,317
5,496223,5681481,Should ol/ul be inside <p> or outside?,html,315,315
13,954843,7878707,How to unmount a busy device,"linux,umount",316,316
10,284138,12509422,How to perform Unwind segue programmatically?,"ios,segue,ios6",315,315
18,111339,904928,Python strftime - date without leading 0?,"python,padding,strftime",316,316
25,269447,26574328,Changing EditText bottom line color with appcompat v7,"java,android,android-layout,android-edittext,android-styles",316,316
7,805437,9749746,What is the difference between atomic / volatile / synchronized?,"java,multithreading,synchronization,atomic,volatile",317,317
7,1061426,17576922,Why can I throw null in Java? [duplicate],"java,exception-handling,nullpointerexception",315,315
8,263109,2231227,Python subprocess/Popen with a modified environment,"python,subprocess,popen",315,315
10,4376,3559076,How to get back to most recent version in Git?,"git,git-checkout",315,315
12,845280,16995102,Laravel 4 Eloquent Query Using WHERE with OR AND OR?,"php,laravel,eloquent,laravel-query-builder",315,315
10,197181,2856059,Passing an array as a function parameter in JavaScript,"javascript,arrays,function,call",315,315
21,298664,11383094,Unstaged changes left after git reset --hard,"git,git-reset",315,315
12,51197,1027714,How to execute a file within the python interpreter?,python,315,315
26,921587,7690994,Running a command as Administrator using PowerShell?,"powershell,administrator",315,315
12,219083,1826727,How do I parse JSON with Ruby on Rails? [duplicate],"ruby-on-rails,ruby,json",315,315
12,404289,5015094,"How to determine device screen size category (small, normal, large, xlarge) using code?","android,screen,android-screen-support",315,315
16,1581295,28721699,Root password inside a Docker container,docker,315,315
