answers,ownerId,quesId,summary,tags,views,votes
0,929142,10797597,ASP.NET MVCScaffolding is very slow,"asp.net-mvc,scaffolding,asp.net-mvc-scaffolding,t4scaffolding",29,29
1,1587011,12594987,How to callback NSStreamDelegate with NSStreamEventOpenCompleted?,"ios,iphone,cocoa-touch,nsstream",29,29
0,1786681,13147107,"Typekit and @fontface issues on all Windows browsers with Ruby on Rails app, especially Chrome","ruby-on-rails,windows,google-chrome,font-face",29,29
1,1689780,22813411,Intermittent 401 Unauthorized from Google GCM,"android,google-cloud-messaging,http-status-code-401,unauthorized",29,29
0,2276904,18244861,Small file upload to s3 hangs with 100% CPU usage using Paperclip,"upload,amazon-s3,paperclip,cpu",29,29
1,2887196,29814919,Custom Claim Handling Failed In Single Sign On,"wso2,single-sign-on,saml-2.0,wso2is,claims",29,29
1,7744717,42925436,Android webview crash “Fatal signal 5 (SIGTRAP)”,"javascript,java,android,webview",29,29
0,1783237,34351798,Running asyncio loop engine using external python plugin,"python-3.x,uwsgi,python-asyncio,greenlets",29,29
0,909777,31745927,Nightwatch.js - Use the same browser session,"selenium,nightwatch.js",29,29
0,6564973,41433748,Matlab VLFEAT -multiple matching,"matlab,opencv,computer-vision,vlfeat",29,29
3,3204919,43440652,Ionic 2 : Refresh tabs view after adding a new dynamic tab,"javascript,angular,ionic-framework,tabs,ionic2",29,29
1,2376052,47799388,Javascript Google Maps API & non-passive event handlers,"addeventlistener,passive-event-listeners",29,29
4,2487124,42285850,Horizontal RecyclerView with items that have dynamic height,"android,android-recyclerview",30,30
2,1439707,58061693,"Espresso generating FileNotFoundException, when used with Dagger","android,unit-testing,kotlin,android-espresso,dagger-2",29,29
0,3897775,57555570,Deeplink to Facebook App (using fb: protocol) not working from Facebook in-app browser,"javascript,php,html,facebook,.htaccess",29,29
1,942671,49221066,How to make Jersey work with Dagger dependency injection?,"java,dependency-injection,jersey,dagger-2,jsr330",30,30
4,1129669,9289640,Paging does not work and maybe I found the cause,"android,facebook-graph-api,paging,facebook-fql",30,30
1,1350987,45239315,SSIS Script Component Cannot Load Assembly Until Manually Opened,"c#,sql-server,visual-studio,ssis,biml",30,30
3,589558,54004266,Azure DevOps Pipelines “Waiting for console output from an agent…”,"azure-devops,azure-pipelines,azure-pipelines-release-pipeline,azure-pipelines-build-task",30,30
0,1485738,11227419,Cargo plugin throws CargoException when deploying on Glassfish - Deployment has failed: null,"linux,maven,ubuntu,glassfish,cargo",30,30
0,2872294,25870202,Was the origin positioning 'box' removed from Xcode 6?,"xcode,interface-builder,xcode6",30,30
1,961148,27396792,VoiceOver focus resetting UICollectionView to first entry?,"ios,objective-c,uicollectionview,accessibility,voiceover",30,30
1,9665691,49905472,"Android Studio: Hardware backing HAL too slow, could only write 0 of 720 frames","java,android,multithreading,processor,hal",29,29
0,4767895,31399537,Set Tesseract font for OCR,"fonts,ocr,tesseract",30,30
0,667786,34336065,Pragmatics of typed intermediate languages,"compiler-construction,ghc,compiler-optimization,llvm-ir,intermediate-language",30,30
0,241643,35614353,"How can I dispatch on traits relating two types, where the second type that co-satisfies the trait is uniquely determined by the first?","julia,traits",30,30
1,246568,45884280,Use angular-tree-component in “dotnet new angular” project?,"angular,tree,dotnet-cli",30,30
1,829900,46059677,registerIdlingResources deprecation replacement doesn't work,"android,android-testing,android-espresso",30,30
1,164388,41369981,Firebase reporting GoogleTV for some iOS users,"ios,firebase-analytics,google-tv",30,30
2,507313,34595995,FileProvider in Android 4.1/4.3/4.4 Email App fails with column '_data' does not exist,"android,android-intent",31,31
1,10579295,53060432,How to create xiomi emulator for android studio? or any other way to test app on xiomi emulators,"testing,android-emulator,xiaomi,redmi-device",31,31
1,703700,11827565,iCloud and Core Data Error (Ubiquity: Didn't get baseline metadata back from metadata url),"ios,core-data,icloud",31,31
1,178083,42135297,Setting up Bluetooth automatic pairing on Linux,"linux,bluetooth,bluez,rfcomm",30,30
0,5661561,34252188,Logcat error message - Attempted to destroy barrier with non zero count,"java,android,parse-platform",31,31
1,7135043,42344757,"Error Domain=AVFoundationErrorDomain Code=-11800 “The operation could not be completed. Error Domain=NSOSStatusErrorDomain Code=-16170 ”(null)""",ios,31,31
0,841108,43141659,Is recent GTK 3.22 still Boehm GC friendly (thread issue)?,"c,linux,multithreading,gtk,boehm-gc",31,31
1,5086286,60535901,What do I need to cache in my CI job to avoid ngcc recompiling each time?,"angular,continuous-integration,circleci,angular9,angular-ivy",31,31
0,1547399,48615324,android ndk gdb loaded sharedlibraries missing *.oat,"android,android-ndk,gdb,gdbserver",31,31
1,13898260,63201951,Serviceworker must be a dictionary in your web app manifest,"javascript,firebase,vue.js,razorpay",32,32
1,358713,6709057,Visual Studio Project/Item Template Parameter Logic,"visual-studio,logic,project-template",32,32
1,925001,11739098,Widget onUpdate called when Configuration Activity is launched,"android,android-widget,broadcastreceiver,android-manifest,android-appwidget",32,32
4,5511520,40336777,Rails 4 + append_view_path,"ruby-on-rails,ruby-on-rails-4",32,32
1,1666298,19729167,Jump to Definition goes to derived data folder for static library's header files instead of the static library project,"xcode,xcode5",32,32
0,593308,20033549,How to do rest authentication with Spring Social?,"spring,spring-security,spring-social,spring-security-oauth2",32,32
0,2066546,20263883,FnordMetric Toplist Gauges Disappear,"ruby-on-rails,metrics",32,32
1,889158,45497696,How chrome browser determine memory cache and disk cache?,"google-chrome,caching,browser-cache",33,33
2,993439,31512175,Android 5.x: Why does Dialog.Builder cuts text off?,"android,android-alertdialog",33,33
4,1401164,35796686,How to keep the toolbar visible with adjustPan?,"android,layout,keyboard,android-toolbar",33,33
0,1546593,36353856,How to handle changes from MediaSession remote volume overlay?,"java,android",33,33
2,1792357,45012652,Gitlab CI + DinD + MySQL services permission issue,"mysql,docker,gitlab-ci,gitlab-ci-runner",33,33
0,538973,55533312,How to create a letter spacing attribute with pycairo?,"python,pygobject,pango",32,32
8,146408,40111163,IE11 XMLHttpRequest really slow performance,"javascript,angularjs,performance,internet-explorer-11,angularjs-material",33,33
3,3701102,52522308,Change title color of navigation bar in MFMailComposeViewController in iOS 12 not working,"ios,iphone,swift,uinavigationbar,mfmailcomposeviewcontroller",34,34
0,8596082,46481042,How to get the body of the WebResourceRequest in android webView,"android,webview",34,34
0,5479131,43534272,E/libEGL: validate_display:99 error 3008 (EGL_BAD_DISPLAY) android os 7.1 nougat,"android,android-7.1-nougat",33,33
1,1181097,50789125,How to get an rmarkdown vignette for R package to escape CRAN warnings on Solaris and OSX,"r,r-markdown,knitr,cran",33,33
2,2235287,16099280,TFS Build Test Results,"c#,unit-testing,build,tfsbuild",35,35
0,2870974,19318442,Android Youtube Player Api activity finish and create,"android,api,youtube,android-activity",34,34
3,1662253,13209386,I cannot see HTML5 EventSource event with onmessage method in Chrome,"php,javascript,html",35,35
4,1100525,30334319,Android camera2 face detection,"android,android-camera,face-detection,face-recognition",34,34
0,2844653,19170982,Hosting multiple clients with freemodbus,"c,tcp,embedded,modbus",35,35
1,2174618,26415752,How to use UIAutomation on a Today extension widget?,"ios,ios8,ios-ui-automation,ios8-today-widget",35,35
1,871985,30003704,Azure Cloud Service Diagnostic output changed with 2.6 SDK,"azure,sdk,azure-diagnostics",35,35
2,941915,43428264,Use Ctrl+Click to Select Word in VS Code,"visual-studio,keyboard-shortcuts,visual-studio-code",36,36
0,4314334,27242746,Successful Purchase but has Class not found when unmarshalling: com.google.android.finsky.billing.lightpurchase.PurchaseParams,"android,in-app-billing",36,36
0,763137,32847956,External Sharepoint site's text inputs inaccessible on iPhone and iPad,"ios,asp.net,iphone,angularjs,sharepoint",35,35
0,1396134,34319743,Excessive amount of system calls when using `threadDelay`,"multithreading,haskell,concurrency,garbage-collection,ghc",36,36
0,2205845,52509109,Injecting Touch events to another app on Android,"android,touch",35,35
0,444907,39694220,SecurityException: not allowed to perform OP_READ_PHONE_STATE,"android,security,android-6.0-marshmallow",36,36
0,9359164,51788017,N+1 queries in AWS AppSync,"amazon-web-services,aws-lambda,graphql,aws-appsync",36,36
1,10312272,52166802,"Why, when passing an array element to a function through a ParamArray, does a varpointer arrive in the function?","arrays,excel,vba,function",36,36
2,8617507,65535611,What is the meaning of 'a: 'a in generic lifetime parameters?,"rust,lifetime",36,36
0,2542702,56803987,memory bandwidth for many channels x86 systems,"c,x86,openmp,avx512,memory-bandwidth",36,36
0,4949050,41825324,Implementing VPN with L2TP protocol in iOS app,"ios,swift,vpn,networkextension,l2tp",36,36
1,2431331,16807386,Unable to do low-level decoding of video on Android 4.2 without using media extractor,"java,android,video-processing,decoding,android-mediarecorder",37,37
1,1601297,16961521,Facebook 3.0 Android second login attempt returns “Session state closed”,"android,facebook,facebook-graph-api,facebook-android-sdk,android-facebook",37,37
0,1467466,34114048,Why can't this higher kinded lifetime associated type trait bound be satisfied?,rust,37,37
2,942794,45715905,Android O Replacement for getRunningServices,"android,android-service",37,37
1,978083,26379516,SecurityException: Parcel.readException coming from google analytics code,"android,android-intent,google-analytics,google-play-services",38,38
3,125137,171037,Company wants me to have follow up meeting with a team after Interview; what does that mean?,follow-up,3,3
9,108103,139302,Why can't my LLC get a credit card when the owner has credit history and a good credit score?,"credit-card,banking,small-business,business",14,14
3,107855,149305,Does the SDF format have any benefit over SMILES?,cheminformatics,8,8
2,97843,221167,Why were the screws set in pairs in my drywall?,"drywall,walls,renovation",11,11
0,187690,54381791,Cv-qualifications of prvalues (revisited),"c++,language-lawyer,c++17,temporary-objects,prvalue",37,37
4,40376,31388,Artificial decomposition in Scrum,"scrum,estimation,sprint,refinement",11,11
3,281726,557789,Temperature sensor read out is influenced by LED,"arduino,sensor,adc",3,3
1,6006989,36151161,Eclipse on MAC OS X Does not detect LLVM toolchain,"eclipse,macos,clang",42,42
2,413073,417927,Explanation /bin/bash -c “$(curl -fsSL https://raw.githubusercontent.com/Homebrew/install/HEAD/install.sh)”,"macos,command-line,bash,homebrew",4,4
3,57742,109169,Red Herring Redherring,"word,knowledge,enigmatic-puzzle,visual,metapuzzles",29,29
1,310553,517781,Is a spline interpolation considered to be a nonparametric model?,"nonparametric,terminology,splines,definition,interpolation",11,11
5,133350,221111,How to get a wrench into this location to remove this nut?,"plumbing,hand-tools",14,14
1,2823363,56626227,Getting crash in android NullPointerException in updateLocaleListFromAppContext,"android,google-play",42,42
0,1507262,41504792,libusb: error [op_open] getcap failed in C++ on Linux,"c++,linux,raspberry-pi,libusb",42,42
13,109386,221168,How can I get a bolt with no head out of my wall?,"repair,studs,bolts",17,17
0,5729262,47342331,struts2 optiontransferselect retrieve and display value from database,"javascript,java,jquery,jsp,struts2",42,42
0,863564,17657145,Troubles using WebRequest in Mono,"mono,httpwebrequest,servicestack,xsp",46,46
0,2719350,36297815,How to setup workers for parallel processing in R using snowfall and multiple Windows nodes?,"r,windows,parallel-processing,cluster-computing,snowfall",45,45
0,7618665,43154551,React Native app stuck on blank white screen with remote debugging using Nuclide,"debugging,react-native,nuclide-editor",46,46
1,118562,15846742,Create a book shelf by using UICollectionView,"ios6,uicollectionview,uicollectionviewlayout",43,43
0,457392,59118551,Where is the documentation for Microsoft.AspNetCore.SpaServices.Extensions?,"webpack,asp.net-core-mvc",45,45
5,18749,4131662,Batch Geocoding with Garmin Mapsource,"c++,geocoding,garmin,garmin-mapsource",47,47
0,254306,45740466,clang-format: Setting to control C++ attributes,clang-format,50,50
0,4278282,45868645,Mayavi colorbar in TraitsUI creating blank window,"python,python-3.x,mayavi,traitsui",46,46
4,6064621,56608171,How to make flutter app draw behind android navigation bar and make navigation bar fully transparent?,"flutter,dart,uinavigationbar,flutter-layout,transparent",51,51
1,4291272,45172972,Getting NullPointerException at onFilterTouchEventForSecurity,"java,android,nullpointerexception",51,51
1,47669,64554,Construction I need help clarifying in Otfried Preußler's “Krabat”,"idioms,pronouns",8,8
2,2806855,43892897,Odroid-XU4 Android full-screen portrait orientation,"android,orientation,odroid",52,52
0,2454790,44429327,Symfony get Asset Name in Assetic output,"php,symfony,twig,assetic",53,53
0,1234120,35495796,AVD_loader.cpp: failed to get a service for display 4,"ios,swift,xcode,webview",52,52
0,1024586,45875482,Inconsistent behaviour with tm_map transformation functions when using multiple cores,"r,parallel-processing,text-mining,tm,doparallel",48,48
0,1273684,56212181,How to get the size of an input section (to place it at the end of memory),"ld,linker-scripts",53,53
2,1749293,17310892,IOS Facebook SDK - Post Open Graph and show on Timeline without clicking Activity Log,"ios,facebook,facebook-graph-api,facebook-opengraph,facebook-ios-sdk",58,58
1,1271435,30887312,“unknown-sdk” device when executing tests in Jenkins,"android,jenkins,spoon,spoon-gradle-plugin",53,53
1,4958766,38714989,How can I add some clickable points in VR panorama image view in Android?,"android,google-vr,360-panorama-viewer",60,60
0,90859,40609788,ASP.NET MVC OutputCacheAttribute with external cache providers,"asp.net,.net,caching,asp.net-mvc-5,redis",61,61
1,4271631,45775780,How to resolve SmartFoxServer connection error in unity,"c#,unity3d,smartfoxserver",61,61
0,1439546,40670866,Is it possible to get stack traces across async/await boundaries using --harmony_async_await in Node 7?,"javascript,node.js,async-await,v8,bluebird",60,60
0,458384,56143587,Why is my definition not allowed because of strict positivity?,"coq,agda,type-theory",61,61
1,3270306,48804456,How to fix: android.app.RemoteServiceException without any message (not related to Bad Notification or Broadcast),"android,crash,android-7.0-nougat,remoteserviceexception",67,67
0,476408,29187287,Sneaking lenses and CPS past the value restriction,"ocaml,lenses,value-restriction",68,68
1,4842758,57526699,iOS 13 - WkWebView: audio stops when in background,"swift,wkwebview,avaudiosession,ios13,ios-background-mode",70,70
1,2573879,17601354,Creating a shadow copy using the “Backup” context in a PowerShell,"powershell,backup,wmi,shadow-copy",80,80
1,4588760,29536499,Spring Boot embedded HornetQ cluster not forwarding messages,"java,spring,spring-boot,hornetq",82,82
1,3109189,36285115,Can I use Cobertura on Unit Tests with PowerMock?,"android,unit-testing,robolectric,powermock,cobertura",72,72
0,1208191,56613335,Problem setting video frame rate using AVAssetWriter/AVAssetReader,"ios,swift,macos,video,video-encoding",84,84
1,6414477,42213153,Access Lovoo API using Python,"python-3.x,oauth,python-requests",86,86
0,956191,45805855,ember-cli-code-coverage mocha showing 0% coverage when there are tests,"ember.js,code-coverage,ember-cli,ember-cli-code-coverage",91,91
0,1638606,30183797,SNIReadSyncOverAsync Performance issue,".net,sql-server,ado.net",100,100
0,161922,6779992,"Transitions with GStreamer Editing Services freezes, but works OK without transitions","video,ubuntu,video-processing,gstreamer",143,143
0,72583,49083680,How are the new tf.contrib.summary summaries in TensorFlow evaluated?,"python,tensorflow,tensorboard",87,87
0,1031791,42213854,What is an appropriate type for smart contracts?,"haskell,functional-programming,idris,ethereum,smartcontracts",146,146
8,72756,199857,Can a super computer be built using time dilation?,"reality-check,relativity,time-manipulation",15,15
0,117024,39284901,The Focus of the Default Sharing Window,"macos,cocoa,window,focus",20,20
0,46571,30340815,Managing the lifetimes of garbage-collected objects,"garbage-collection,rust,allocation,lifetime",162,162
0,5235385,49295984,Rendering Angular components in Handsontable Cells,"angular,typescript,dom,dynamic,handsontable",186,186
1,3025852,43492961,Search for Place Names (City/Town) Using MKLocalSearchCompleter,"ios,swift,swift3,mapkit,mklocalsearchrequest",20,20
1,4677958,36985943,Selenium PhantomJS Java - Refused to evaluate a string because 'unsafe-eval' is not an allowed,"java,selenium,phantomjs,jsoup",20,20
1,1009013,32247034,Let image ManipulationMode capture pointer,"c#,win-universal-app,rendertransform",20,20
0,2708138,31094412,Non-discrete assignments to integer variables,modelica,20,20
1,4337272,30364047,nodejs:How to call c++ DLL function through nodejs?,"c++,node.js,dll",20,20
0,138883,30132260,Elasticsearch wildcard query string with fuzziness,"search,elasticsearch,wildcard",20,20
0,3712278,30831346,STGenericIntentDateRange undefined in Xcode 7 Beta,"ios,xcode,beta,xcode7",20,20
0,5555484,33676154,Is it possible to add a signature field in a pdf document using PHP? I haven't to “digital sign” document. I only add a signature field.,"php,pdf,digital-signature",20,20
1,1830228,25260939,SOAP Encoding is not supported,"java,soap,wsdl",20,20
0,2554330,27234021,Does pandoc support Synctex?,"knitr,pandoc,sweave",20,20
1,124563,30582124,StriderCD global post install fails on bower access to $HOME/.config $HOME/.cache,"node.js,npm,bower,post-install",20,20
1,27404,23834898,Crashed: com.apple.root.default-overcommit-priority - EXC_BAD_ACCESS KERN_INVALID_ADDRESS at 0x00000008,"crash,ios7.1",20,20
3,3570976,23282250,"eclipse (kepler): maven plugin (m2e, 1.4.0):","eclipse,maven,m2e",20,20
0,874818,19003912,Always having to sign into Apple Game Center in simulator in iOS7?,"ios7,game-center,xcode5",20,20
1,1523698,24468114,AWS Toolkit for Eclipse Installation fails on Eclipse Luna,"eclipse,amazon-web-services,eclipse-plugin,toolkit",20,20
1,516969,19238359,UITableView dequeueReusableHeaderFooterViewWithIdentifier returns nil with VoiceOver on iOS 7,"uitableview,ios7,voiceover",20,20
0,2491609,37997026,Allowing Host notification pop ups in guest Virtualbox session that is full screen,"windows,ubuntu,popup,virtualbox",21,21
1,403,243919,Easily download SE posts as notebooks?,"import,web-access,http-functions",9,9
0,7809145,51356404,Generated system.img not running on emulator,"java,android,linux,android-emulator,android-source",19,19
0,6518644,50938106,Android Chrome browser address bar shifts fixed element hitareas,"javascript,html,css,google-chrome,android-chrome",19,19
0,550471,51135869,IllegalArgumentException: reportSizeConfigurations: ActivityRecord not found for: Token,android,19,19
3,5709472,51390284,Equivalent of Ihostedservice in asp.net framework for background tasks,"c#,multithreading,rest,windows-services,microservices",19,19
0,10032031,51184420,Safari losing hash params on http redirection,"redirect,safari,webkit,url-redirection,http-redirect",19,19
2,1173451,50948136,TDD in Flutter/Dart. How to reduce start up time,"unit-testing,dart,tdd,flutter",19,19
0,949962,51634812,Watch Connectivity throwing NSFileReadNoSuchFileError -> ENOENT,"xcode,watch,connectivity,watchos",19,19
0,419449,18618075,ObjectAnimator onAnimationEnd listener is called before the animation finishes,"android,animation,android-fragments,android-asynctask,objectanimator",20,20
2,49646,165773,What is the meaning of “person specification” in a job advert?,"mathematics,postdocs,application-cover-letter,research-statement",4,4
0,8544458,51126014,"Why does tmap render 80 times faster than ggplot2? [Plotting shapefiles in R with ggplot2::geom_sf(), using XQuartz/X11 graphics device on macOS]","r,ggplot2,sf,xquartz",19,19
0,1891230,51825799,Known reasons why sqlite3_open_v2 can take over 60s on windows?,"sqlite,poco",19,19
0,8199772,52036704,Handle MediaCodec video with dropped frames,"android,android-mediacodec",19,19
5,1547378,52185294,Crashlytics found an invalid API key: null. after updated com.google.gms:google-services:4.1.0,"android,firebase-crash-reporting,android-studio-3.3",19,19
0,1370081,52569141,React Native pseudo leaking memory after remove elements from screen (ios),"react-native,memory-leaks",19,19
20,557,222596,Trim elements from the ends of a list,"code-golf,array-manipulation",14,14
1,2606238,52327763,JobScheduler JobService is started without Application,"android,kotlin,android-service,android-jobscheduler,koin",19,19
0,3158329,52088355,FluentMySQL connection using Unix Socket,"mysql,swift,vapor",19,19
0,2978652,53072966,How to debug Fable using Visual Studio (not Code),"visual-studio,debugging,f#,visual-studio-debugging,fable-f#",19,19
13,87227,165743,What to do with students requesting deadline extension due to the death of a relative (but without a doctor's note)?,"academic-life,students,teaching-assistant,health,course-design",25,25
1,5895830,52342466,Implement @mention in TextInput,"react-native,textinput,mention",19,19
1,10486204,52747900,visual studio code add corresponding import statements for snippets,"import,visual-studio-code,vscode-snippets",19,19
2,4178170,53147396,What is the difference between the two Google JS clients: platform.js vs api.js?,"javascript,oauth-2.0,google-oauth",19,19
0,8107230,54732688,expo.io's BackgroundFetch is not running the defined task,"ios,react-native,expo,background-fetch",19,19
1,849354,53415317,Pylinter in Sublime text 3.1.1 still doesn't use Python2.7,"python,sublimetext3,pylint",19,19
4,10088886,54716633,How can I bundle the JAXB runtime libraries with OpenJDK 11?,"java,module,jaxb,java-11,java-module",19,19
1,3244110,53493550,Postman - Option to view compressed response size..?,"spring,rest,postman",19,19
1,4153589,52965886,LocationSettingsRequest returns 0 to onActivityResult even if ok is clicked,"android,google-play-services,android-support-library,android-location,onactivityresult",19,19
0,11228262,55247986,Only allow one instance when navigate with NavController,"android,android-architecture-navigation",19,19
0,10377366,55309072,"BoringSSL nw_protocol_boringssl_get_output_frames … get output frames failed, state 8196 log confusion","ios,objective-c,ssl,boringssl",19,19
0,1159507,55948003,Android Studio 3.4 dependencies suggestions - make it to not show alpha/beta versions,"android,android-studio",19,19
0,239923,57557514,R: checking for non-standard things in the check directory … NOTE Found the following files/directories,"r,devtools",19,19
16,83109,199775,What could prevent my world from progressing past the early industrial age?,"medieval,renaissance,industrial-age",6,6
8,38153,163140,Usage of cash in Europe during COVID,"europe,money,covid-19",6,6
0,228179,32596771,Jitsi Videobridge Negotiation,"rest,webrtc,jitsi",19,19
1,159685,50558425,Emails/drafts sent via Gmail REST API can't be opened in the new Gmail UI,"gmail,gmail-api",19,19
1,839233,33689689,Crash inside GoogleSignInAccount in latest PlayServices 8.3,"android,google-play-services,google-signin,googlesigninaccount",19,19
7,214898,557501,Is it possible to generate light with an antenna?,"antenna,electromagnetism,light,electromagnetic,optoelectronics",20,20
0,439130,34885380,What happen to SketchFlow and what we should use instead?,"visual-studio,sketchflow",19,19
2,32197,38682,Can you rhyme words in sign language?,"sign-languages,poetry,rhyming",19,19
0,2508087,32774422,Xcode source control view history modified files fail,"xcode,svn,version-control",19,19
1,417145,35424417,"Unknown type name 'AFNetworkReachabilityStatus', RestKit suddenly stop working","ios,swift,afnetworking,restkit",19,19
0,1620081,35040759,Youtube API: difference between videoSyndicated and videoEmbeddable,"youtube,youtube-api",19,19
2,2318240,36088020,Keep react-router routed-components for all history states,"reactjs,react-router,reactcsstransitiongroup",19,19
1,4244511,36138894,Slack - how to post a link to network folder?,"slack-api,slack",19,19
0,2489797,36891958,Turn off app permissions programmatically,"android,android-6.0-marshmallow,android-permissions",19,19
0,6238779,38089036,Fatal Exception: org.apache.http.impl.conn.SingleClientConnManager.finalize() timed out after 10 seconds,"java,android,apache",19,19
3,692580,38791394,Hibernate @SQLDelete sql not adding schema,"java,sql,hibernate,schema,abstract",19,19
1,4773644,31508885,Why transferred bytes are bigger than size bytes in firefox dev tools?,"firefox-developer-tools,firefox-developer-edition",19,19
2,632516,38731341,Testing endless scrolling RecyclerView with Espresso and RxJava,"android,automated-tests,rx-java,android-espresso,ui-testing",19,19
0,218725,39039335,Cordova - check_reqs module is missing for platform. Skipping it,"android,cordova,ubuntu,windows-10",19,19
0,4298143,37222527,Android: Loading Custom Midi Instruments DLS files into Sonivox EAS,"android,audio,midi",19,19
2,391465,39541939,Android cookie manager - How to get all cookies,"android,cookies,android-cookiemanager",19,19
1,6819817,39438962,How can I serialize a jgrapht simple graph to json?,"java,json,serialization,jgrapht",19,19
0,1418981,39356873,Swift 3: atomic_compare_exchange_strong,"swift,atomic",19,19
1,6463558,40078688,"webpack `publicPath`, `path` and webpack-dev-server `contentBase` relationship?",webpack,19,19
1,102176,245304,80s film where a group of kids are stuck in a orbiting space shuttle and receive advice from a female astronaut,story-identification,16,16
1,8111,19470,What was the 1 MHz bus used for on the BBC micro series?,"bbc-micro,ports",7,7
1,6041704,40111482,React Native - good practice: SegmentedControlIOS with ListView,"javascript,ios,listview,react-native,segmentedcontrol",19,19
1,442351,40665471,Release and target name is 'null' in AVD Manager,"android,avd",19,19
0,4746977,41685518,Any way automatically allow the MTP connection approval request upon USB connection?,"android,android-studio,mtp",19,19
0,1225334,55757805,Add Xcode Developer Account from the Command Line,"ios,command-line,provisioning-profile,xcodebuild",18,18
0,-1,58142909,Required client entitlement required?,"ios,wkwebview,entitlements",18,18
2,2838491,19816278,Renaming groupId in maven,"java,maven,refactoring",19,19
2,695411,10077821,Unable to reproduce TypeError: 'undefined' is not an object,"javascript,jquery,iphone,safari",19,19
1,1646479,27445438,Jack and Jill and destinationDir,android-jack-and-jill,19,19
1,3443786,26765713,Bluetooth permission is missing - but my app doesn't use it,"android,permissions,bluetooth,logcat",19,19
0,191246,61109400,Wireguard: how to log network activity?,"logging,vpn,wireguard",18,18
0,13456180,63837100,alignof(T) with T=__m512 is not equal to alignof(__m512),"c++,clang++",18,18
2,72987,34486213,Kubernetes Autoscaling not recognizing Heapster,kubernetes,19,19
2,3968744,37683703,How to disable Ctrl-Click in VS Code,"visual-studio-code,key-bindings",19,19
1,2281790,41672693,MySQL Entity Framework 6: Database First. How to create classes?,"mysql,entity-framework,ef-database-first",19,19
1,2522405,40817465,Is it possible to set the color scheme of SwipeRefreshLayout in XML?,"java,android,xml,swiperefreshlayout",19,19
2,4894385,38120279,Some Excel Files not moving from Shared Path to SQL Server,"c#,sql-server,excel,windows-services",19,19
0,1578927,57871677,iOS 13 - silent push notifications are no longer reliable,"ios,push-notification,apple-push-notifications,ios13",19,19
1,2617546,46034533,Difference behaviour of didReceiveRemoteNotification between APNS production and development environment,"ios,push-notification,apple-push-notifications,remote-notifications",19,19
1,1188193,30045584,How to get refresh token for google plus in android?,"android,google-plus",19,19
3,776237,58845595,Using std::map should be deterministic or not?,"c++,stl,visual-studio-2019,icc",19,19
1,6863818,64073351,"“Spotlight quit unexpectedly” in MacOS Catalina version 10.15.4, This crash happening after I have installed Xcode 12","macos,ios14,xcode12",19,19
2,8785313,46774474,GraphQL union and conflicting types,"javascript,graphql,apollo",19,19
1,620184,5051549,How to create simple music visualizer of an iPhone app?,"iphone,objective-c,audio,rendering",19,19
1,10341926,57932560,Failed to execute 'postMessage' on 'DOMWindow' using Stripe Payment Module,"angular,stripe-payments",17,17
0,216575,5717876,Range query on kyoto cabinet using Java API,"key-value-store,kyotocabinet",19,19
1,5629392,58183930,ios13 tls certificates issue - connection error,"swift,amazon-web-services,tls1.2,ios13,aws-certificate-manager",17,17
2,8404417,46618118,WEB-INF/lib directory vs. Java 9 modules,"java,tomcat,jakarta-ee,java-9",19,19
0,3807380,58750471,Why does my Podspec throws multiple: “Execution policy exception registration failed and was skipped” notes?,"ios,xcode,cocoapods,xcodebuild,podspec",17,17
0,242885,57683872,How to stop AndroidStudio from overwriting .idea/codeStyles/Project.xml,"android-studio,android-studio-3.5",17,17
1,1932751,58990498,New package.json `exports` field not working with TypeScript,"node.js,typescript",17,17
0,1477667,60621991,How can (<*) be implemented optimally for sequences?,"haskell,data-structures,applicative,finger-tree",17,17
1,1098827,58783442,Deploying Spark and HDFS on Docker Swarm doesn't enable data locality,"docker,apache-spark,hadoop,hdfs,docker-swarm",17,17
1,1439522,48360769,Listen for user changed event (multi user device),"android,broadcastreceiver",18,18
7,56243,13764330,Selection is not possible when UICollectionView is nested in UITableVIew,"ios,objective-c,uitableview,ios6,uicollectionview",18,18
4,244594,41445222,Swagger + Spring security - Hide methods based on roles,"java,spring-security,swagger,spring-rest,springfox",18,18
0,6761823,61341781,Gradle build in Docker container taking up too much memory,"java,android,docker,kotlin,gradle",17,17
1,14452770,64363915,UITextField throwing all kinds of errors in iOS 14,"ios,swift",17,17
0,1355909,65642725,google dataflow job cost optimization,"python,protocol-buffers,google-cloud-dataflow,apache-beam,avro",17,17
2,10257494,52336858,Cannot access Vue project by IP address on other devices vue cli 3 npm,"npm,vuejs2,localserver,vue-cli-3",18,18
2,4977831,36943664,Is there UI to manage ASP.NET Identity users/roles compatible with ASP.NET 5?,"asp.net,asp.net-core-mvc,asp.net-identity-3",18,18
1,24984,121443,"If God removed prophecy from the gentiles because of Bilaam's wickedness, how come that Obadiah who was a gentile was a prophet?","talmud-gemara,gentiles,torah-study,midrash,bilam",1,1
1,675862,9776516,Play pre-recorded audio into a voice call,"android,android-ndk",18,18
1,16287,39401089,How can I make doxygen create full inheritance diagrams across multiple projects?,"c++,oop,inheritance,doxygen",18,18
0,11759265,56951793,C# and SIMD: High and low speedups. What is happening?,"c#,performance,x86-64,simd,avx",17,17
